timeStamp,Exp0_OxygenTemp,Exp0_Oxygendphi,Exp0_OxygenpercentO2,Exp0_OxygensingelIntensity,Exp0_OxygenAmbientLight,Exp0_PhValue,Exp0_PresensO2value,Exp0_PH calTemp,Exp0_PH Ref Amplitude,Exp0_PH Amplitude,Exp0_PH Phase shift,Exp0_PH calibration Pressure,Exp0_Presens 02 Ref Amp,Exp0_Presens 02 Amp,Exp0_Presens 02 Phase,Exp0_Presens 02 cal Temp,Exp0_Presens errorcode,Exp0_TempPump,Exp0_TempCamera,Exp1_OxygenTemp,Exp1_Oxygendphi,Exp1_OxygenpercentO2,Exp1_OxygensingelIntensity,Exp1_OxygenAmbientLight,Exp1_PhValue,Exp1_PresensO2value,Exp1_PH calTemp,Exp1_PH Ref Amplitude,Exp1_PH Amplitude,Exp1_PH Phase shift,Exp1_PH calibration Pressure,Exp1_Presens 02 Ref Amp,Exp1_Presens 02 Amp,Exp1_Presens 02 Phase,Exp1_Presens 02 cal Temp,Exp1_Presens errorcode,Exp1_TempPump,Exp1_TempCamera,Temp_airHighPresision,Temp_Heater,Pressure_Electronics,Pressure_LateAccess,Imu_gyroX,Imu_gyroY,Imu_gyroZ,Imu_accelegrationX,Imu_accelegrationY,Imu_accelegrationZ,Imu_orientationX,Imu_orientationY,Imu_orientationZ,36V current,36V voltage,12V current,12V voltage,5V current,5V voltage,3V current,3V voltage,ssd current,ssd voltage,pump0 current,pump0 voltage,pump1 current,pump1 voltage,flowCellLed0 current,flowCellLed0 voltage,flowCellLed1 current,flowCellLed1 voltage 
1552123423,22199,32455,7997,13676,65124,7030,2483388,0,0,0,0,0,0,0,0,0,0,21125,21250,17285,53469,4294966943,55164,65109,0,0,0,0,0,0,0,0,0,0,0,0,21687,20437,17606,22062,9443,9429,-31,-31,-38,-3921,-25,-562,0,0,0,320,31085,483,12013,484,5017,363,3308,50,3297,0,1,0,0,95,7,232,17
1552123428,22210,32439,8008,13716,65183,7030,2484711,0,0,0,0,0,0,0,0,0,0,21125,21250,17280,53468,4294966943,55196,65142,0,0,0,0,0,0,0,0,0,0,0,0,21687,20437,17638,22062,9444,9429,-37,-27,-41,-3921,-10,-524,0,0,0,400,31046,516,12012,363,5026,636,3303,330,3275,0,0,0,1,95,7,232,17
1552123433,22233,32445,8002,13664,65108,7031,2486252,0,0,0,0,0,0,0,0,0,0,21125,21250,17296,53463,4294966944,55280,65191,0,0,0,0,0,0,0,0,0,0,0,0,21750,20500,17660,22062,9442,9428,-28,-28,-44,-3909,-3,-539,0,0,0,320,31032,483,12012,333,5018,590,3305,310,3278,0,0,0,1,95,7,232,17
1552123439,22264,32432,8007,13740,65062,7031,2488237,0,0,0,0,0,0,0,0,0,0,21187,21250,17303,53486,4294966939,55056,65112,0,0,0,0,0,0,0,0,0,0,0,0,21750,20500,17670,22062,9442,9429,-33,-32,-52,-3913,-22,-544,0,0,0,360,31005,483,12012,484,5010,409,3293,330,3273,0,0,0,1,95,6,232,16
1552123445,22290,32475,7976,13640,65229,7031,2489352,0,0,0,0,0,0,0,0,0,0,21187,21250,17316,53461,4294966945,55184,65141,0,0,0,0,0,0,0,0,0,0,0,0,21750,20562,17660,22125,9442,9429,-32,-30,-44,-3906,-39,-568,0,0,0,320,30987,500,12011,363,5017,363,3307,50,3298,0,1,0,1,95,6,232,18
1552123450,22298,32480,7971,13704,65200,7031,2489617,0,0,0,0,0,0,0,0,0,0,21187,21312,17327,53485,4294966939,55236,65144,0,0,0,0,0,0,0,0,0,0,0,0,21750,20562,17670,22125,9443,9429,-30,-32,-39,-3918,-29,-589,0,0,0,360,30947,516,12012,424,5023,636,3302,310,3277,0,1,0,1,95,6,232,17
1552123456,22340,32480,7969,13772,65100,7031,2491898,0,0,0,0,0,0,0,0,0,0,21187,21250,17324,53472,4294966942,55068,65159,0,0,0,0,0,0,0,0,0,0,0,0,21750,20562,17702,22125,9441,9433,-34,-28,-47,-3907,-28,-541,0,0,0,400,30920,516,12011,575,5021,681,3305,320,3276,0,0,0,1,95,6,232,16
1552123461,22358,32481,7967,13724,65178,7031,2492341,0,0,0,0,0,0,0,0,0,0,21250,21312,17342,53462,4294966945,55064,65008,0,0,0,0,0,0,0,0,0,0,0,0,21812,20562,17692,22187,9442,9428,-35,-30,-40,-3903,-6,-576,0,0,0,360,30906,483,12011,303,5018,636,3302,330,3273,0,1,0,1,95,7,232,16
1552123466,22368,32479,7967,13692,65192,7031,2493589,0,0,0,0,0,0,0,0,0,0,21250,21312,17345,53470,4294966943,55028,65091,0,0,0,0,0,0,0,0,0,0,0,0,21812,20562,17702,22187,9443,9429,-36,-35,-42,-3918,-37,-538,0,0,0,360,30876,483,12011,363,5022,681,3303,330,3272,0,0,0,2,95,6,232,17
1552123472,22402,32438,7992,13700,65266,7031,2493499,0,0,0,0,0,0,0,0,0,0,21250,21312,17363,53472,4294966942,55056,65051,0,0,0,0,0,0,0,0,0,0,0,0,21812,20625,17713,22187,9442,9431,-32,-29,-47,-3903,-11,-551,0,0,0,320,30866,516,12011,363,5013,409,3307,50,3297,0,0,0,1,95,7,232,16
1552123477,22425,32460,7975,13644,65181,7031,2494448,0,0,0,0,0,0,0,0,0,0,21250,21312,17368,53478,4294966941,55104,65144,0,0,0,0,0,0,0,0,0,0,0,0,21875,20625,17724,22250,9443,9432,-33,-29,-40,-3907,-3,-527,0,0,0,360,30836,483,12012,424,5022,681,3305,360,3275,0,0,0,1,95,6,232,17
1552123482,22433,32473,7965,13708,65151,7031,2493274,0,0,0,0,0,0,0,0,0,0,21250,21375,17366,53474,4294966942,55000,65056,0,0,0,0,0,0,0,0,0,0,0,0,21812,20625,17734,22187,9443,9433,-33,-32,-38,-3947,-34,-561,0,0,0,320,30823,483,12011,272,5018,681,3302,340,3272,0,1,0,1,95,7,232,17
1552123487,22459,32447,7982,13656,65125,7031,2492873,0,0,0,0,0,0,0,0,0,0,21312,21375,17371,53473,4294966942,55080,65153,0,0,0,0,0,0,0,0,0,0,0,0,21812,20687,17724,22250,9444,9434,-31,-31,-41,-3924,-49,-525,0,0,0,320,30807,500,12012,363,5020,454,3307,50,3293,0,0,0,1,95,7,232,17
