timeStamp,Exp0_OxygenTemp,Exp0_Oxygendphi,Exp0_OxygenpercentO2,Exp0_OxygensingelIntensity,Exp0_OxygenAmbientLight,Exp0_PhValue,Exp0_PresensO2value,Exp0_PH calTemp,Exp0_PH Ref Amplitude,Exp0_PH Amplitude,Exp0_PH Phase shift,Exp0_PH calibration Pressure,Exp0_Presens 02 Ref Amp,Exp0_Presens 02 Amp,Exp0_Presens 02 Phase,Exp0_Presens 02 cal Temp,Exp0_Presens errorcode,Exp0_TempPump,Exp0_TempCamera,Exp1_OxygenTemp,Exp1_Oxygendphi,Exp1_OxygenpercentO2,Exp1_OxygensingelIntensity,Exp1_OxygenAmbientLight,Exp1_PhValue,Exp1_PresensO2value,Exp1_PH calTemp,Exp1_PH Ref Amplitude,Exp1_PH Amplitude,Exp1_PH Phase shift,Exp1_PH calibration Pressure,Exp1_Presens 02 Ref Amp,Exp1_Presens 02 Amp,Exp1_Presens 02 Phase,Exp1_Presens 02 cal Temp,Exp1_Presens errorcode,Exp1_TempPump,Exp1_TempCamera,Temp_airHighPresision,Temp_Heater,Pressure_Electronics,Pressure_LateAccess,Imu_gyroX,Imu_gyroY,Imu_gyroZ,Imu_accelegrationX,Imu_accelegrationY,Imu_accelegrationZ,Imu_orientationX,Imu_orientationY,Imu_orientationZ,36V current,36V voltage,12V current,12V voltage,5V current,5V voltage,3V current,3V voltage,ssd current,ssd voltage,pump0 current,pump0 voltage,pump1 current,pump1 voltage,flowCellLed0 current,flowCellLed0 voltage,flowCellLed1 current,flowCellLed1 voltage 
 1552123014,20309,32519,8113,14912,65146,7031,1814105,0,0,0,0,0,0,0,0,0,0,19750,19875,16711,53490,4294966938,58276,65138,0,0,0,0,0,0,0,0,0,0,0,0,20187,19187,16793,20562,9441,9392,-29,-33,-42,-3938,-47,-535,0,0,0,400,29003,483,11995,393,5005,636,3302,340,3272,0,0,0,1,95,7,232,17
1552123019,20345,32497,8127,14788,65125,7032,1833026,0,0,0,0,0,0,0,0,0,0,19812,19937,16722,53468,4294966943,58368,65242,0,0,0,0,0,0,0,0,0,0,0,0,20187,19187,16815,20562,9442,9394,-25,-31,-45,-3911,-34,-557,0,0,0,360,29010,483,11996,333,5018,636,3305,310,3277,0,0,0,1,95,7,232,17
1552123024,20358,32491,8129,14912,65308,7031,1843794,0,0,0,0,0,0,0,0,0,0,19812,19937,16729,53490,4294966938,58168,65234,0,0,0,0,0,0,0,0,0,0,0,0,20250,19187,16825,20625,9441,9393,-29,-25,-45,-3894,-28,-550,0,0,0,320,29033,483,11997,333,5017,409,3307,50,3297,0,0,0,1,95,7,232,17
1552123030,20407,32483,8131,14796,65207,7032,1862631,0,0,0,0,0,0,0,0,0,0,19812,19937,16737,53472,4294966942,58128,65169,0,0,0,0,0,0,0,0,0,0,0,0,20250,19187,16825,20625,9441,9395,-30,-27,-44,-3908,-22,-521,0,0,0,360,29021,483,11998,333,5016,681,3305,340,3273,0,0,0,1,95,6,232,17
1552123035,20425,32458,8147,14736,65207,7031,1874809,0,0,0,0,0,0,0,0,0,0,19875,19937,16748,53480,4294966940,58144,65186,0,0,0,0,0,0,0,0,0,0,0,0,20250,19250,16836,20687,9441,9393,-33,-25,-40,-3916,-28,-546,0,0,0,360,28998,483,12000,363,5015,454,3307,50,3293,0,0,0,1,95,6,232,18
1552123041,20454,32492,8120,14700,65334,7031,1898042,0,0,0,0,0,0,0,0,0,0,19875,20000,16748,53493,4294966937,58212,65117,0,0,0,0,0,0,0,0,0,0,0,0,20250,19250,16847,20687,9441,9396,-31,-31,-37,-3936,-23,-576,0,0,0,400,28985,483,12001,454,5007,681,3303,320,3275,0,0,0,1,95,6,232,17
1552123046,20480,32466,8136,14740,65225,7031,1909124,0,0,0,0,0,0,0,0,0,0,19875,20000,16755,53475,4294966942,58032,65177,0,0,0,0,0,0,0,0,0,0,0,0,20312,19250,16868,20750,9441,9396,-33,-30,-42,-3898,-22,-547,0,0,0,360,28977,483,12002,454,5016,409,3307,50,3297,0,1,0,1,95,6,232,17
1552123051,20503,32487,8119,14684,65098,7031,1926225,0,0,0,0,0,0,0,0,0,0,19937,20000,16766,53475,4294966942,57928,65127,0,0,0,0,0,0,0,0,0,0,0,0,20312,19250,16868,20750,9444,9394,-34,-25,-45,-3910,-27,-580,0,0,0,360,28967,483,12003,303,5018,681,3303,340,3273,0,0,0,1,95,8,232,16
1552123056,20540,32482,8120,14700,65128,7032,1937572,0,0,0,0,0,0,0,0,0,0,19937,20062,16776,53493,4294966937,57756,65151,0,0,0,0,0,0,0,0,0,0,0,0,20312,19312,16879,20750,9442,9399,-28,-35,-47,-3906,-2,-542,0,0,0,320,28991,483,12005,393,5016,363,3307,50,3297,0,0,0,1,95,6,232,17
1552123061,20550,32455,8138,14756,65215,7031,1954759,0,0,0,0,0,0,0,0,0,0,20000,20062,16776,53476,4294966941,57824,65252,0,0,0,0,0,0,0,0,0,0,0,0,20375,19312,16900,20812,9441,9394,-29,-33,-43,-3904,-40,-553,0,0,0,360,28961,483,12005,393,5025,681,3305,320,3276,0,0,0,1,95,6,232,18
1552123066,20579,32488,8113,14652,65297,7031,1966408,0,0,0,0,0,0,0,0,0,0,20000,20125,16781,53486,4294966939,57888,65191,0,0,0,0,0,0,0,0,0,0,0,0,20375,19312,16889,20812,9440,9397,-35,-28,-44,-3880,-1,-538,0,0,0,360,28980,500,12006,424,5017,454,3307,50,3295,0,0,0,1,95,7,232,18
1552123071,20599,32466,8126,14608,65360,7031,1981660,0,0,0,0,0,0,0,0,0,0,20000,20125,16786,53481,4294966940,57700,65200,0,0,0,0,0,0,0,0,0,0,0,0,20375,19375,16911,20812,9442,9398,-30,-33,-45,-3915,-26,-546,0,0,0,360,28972,483,12006,454,5015,409,3307,50,3296,0,0,0,1,95,6,232,16
1552123076,20615,32468,8123,14664,65115,7031,1992125,0,0,0,0,0,0,0,0,0,0,20000,20125,16792,53475,4294966942,57892,65158,0,0,0,0,0,0,0,0,0,0,0,0,20437,19375,16922,20875,9439,9400,-30,-31,-42,-3903,-3,-557,0,0,0,360,28963,483,12007,424,5012,636,3302,310,3276,0,2,0,2,95,6,232,17
1552123082,20657,32517,8085,14548,65233,7031,2008820,0,0,0,0,0,0,0,0,0,0,20062,20125,16802,53494,4294966937,57588,65194,0,0,0,0,0,0,0,0,0,0,0,0,20437,19375,16922,20875,9439,9395,-33,-35,-40,-3942,1,-576,0,0,0,360,28963,500,12008,303,5017,681,3302,320,3272,0,0,0,1,95,6,232,16
1552123087,20672,32509,8089,14500,65280,7031,2019152,0,0,0,0,0,0,0,0,0,0,20062,20187,16807,53490,4294966938,57576,65248,0,0,0,0,0,0,0,0,0,0,0,0,20437,19375,16932,20937,9440,9399,-30,-33,-40,-3916,-20,-580,0,0,0,320,28982,483,12010,393,5010,409,3307,50,3296,0,1,0,1,95,6,232,17
1552123092,20693,32469,8115,14544,65213,7031,2034324,0,0,0,0,0,0,0,0,0,0,20062,20187,16812,53482,4294966940,57468,65279,0,0,0,0,0,0,0,0,0,0,0,0,20500,19437,16964,20937,9441,9401,-31,-32,-43,-3895,-58,-558,0,0,0,360,28983,516,12007,393,5015,409,3307,50,3295,0,1,0,1,95,8,232,16
1552123097,20719,32466,8115,14476,65197,7031,2044310,0,0,0,0,0,0,0,0,0,0,20125,20250,16820,53484,4294966939,57508,65103,0,0,0,0,0,0,0,0,0,0,0,0,20500,19437,16943,20937,9443,9402,-38,-33,-42,-3905,-23,-580,0,0,0,360,29012,483,12010,484,5006,409,3307,50,3298,0,1,0,1,95,7,232,17
