timeStamp,Exp0_OxygenTemp,Exp0_Oxygendphi,Exp0_OxygenpercentO2,Exp0_OxygensingelIntensity,Exp0_OxygenAmbientLight,Exp0_PhValue,Exp0_PresensO2value,Exp0_PH calTemp,Exp0_PH Ref Amplitude,Exp0_PH Amplitude,Exp0_PH Phase shift,Exp0_PH calibration Pressure,Exp0_Presens 02 Ref Amp,Exp0_Presens 02 Amp,Exp0_Presens 02 Phase,Exp0_Presens 02 cal Temp,Exp0_Presens errorcode,Exp0_TempPump,Exp0_TempCamera,Exp1_OxygenTemp,Exp1_Oxygendphi,Exp1_OxygenpercentO2,Exp1_OxygensingelIntensity,Exp1_OxygenAmbientLight,Exp1_PhValue,Exp1_PresensO2value,Exp1_PH calTemp,Exp1_PH Ref Amplitude,Exp1_PH Amplitude,Exp1_PH Phase shift,Exp1_PH calibration Pressure,Exp1_Presens 02 Ref Amp,Exp1_Presens 02 Amp,Exp1_Presens 02 Phase,Exp1_Presens 02 cal Temp,Exp1_Presens errorcode,Exp1_TempPump,Exp1_TempCamera,Temp_airHighPresision,Temp_Heater,Pressure_Electronics,Pressure_LateAccess,Imu_gyroX,Imu_gyroY,Imu_gyroZ,Imu_accelegrationX,Imu_accelegrationY,Imu_accelegrationZ,Imu_orientationX,Imu_orientationY,Imu_orientationZ,36V current,36V voltage,12V current,12V voltage,5V current,5V voltage,3V current,3V voltage,ssd current,ssd voltage,pump0 current,pump0 voltage,pump1 current,pump1 voltage,flowCellLed0 current,flowCellLed0 voltage,flowCellLed1 current,flowCellLed1 voltage 
 1552123731,23428,32558,7825,13677,65073,7056,2112260,0,0,0,0,0,0,0,0,0,0,21875,22000,17735,53471,4294966942,53948,65220,0,0,0,0,0,0,0,0,0,0,0,0,22562,21312,18109,22875,9444,9453,-32,-26,-45,-3942,-28,-573,0,0,0,320,30118,500,12012,363,5018,454,3307,50,3295,0,0,0,0,95,6,232,17
1552123738,23470,32547,7829,13665,64969,7056,2105658,0,0,0,0,0,0,0,0,0,0,21875,21937,17758,53463,4294966944,53968,65233,0,0,0,0,0,0,0,0,0,0,0,0,22562,21312,18130,22937,9443,9451,-34,-24,-44,-3929,-13,-541,0,0,0,320,30103,516,12011,393,5021,409,3306,50,3296,0,0,0,1,95,6,232,16
1552123743,23485,32558,7820,13653,65109,7056,2103218,0,0,0,0,0,0,0,0,0,0,21875,22000,17761,53473,4294966942,53904,65179,0,0,0,0,0,0,0,0,0,0,0,0,22562,21375,18162,22937,9443,9454,-34,-28,-35,-3922,-31,-552,0,0,0,320,30100,483,12010,303,5016,409,3307,50,3297,0,1,0,1,95,6,232,17
1552123748,23509,32546,7828,13668,65136,7056,2098882,0,0,0,0,0,0,0,0,0,0,21875,22000,17763,53461,4294966945,53856,65209,0,0,0,0,0,0,0,0,0,0,0,0,22562,21375,18141,22937,9444,9455,-32,-29,-41,-3899,-39,-563,0,0,0,360,30080,483,12011,333,5018,681,3305,310,3275,0,1,0,1,95,6,232,17
1552123754,23527,32550,7823,13717,65091,7056,2095597,0,0,0,0,0,0,0,0,0,0,21875,22000,17781,53478,4294966941,53956,65138,0,0,0,0,0,0,0,0,0,0,0,0,22625,21375,18141,22937,9446,9456,-32,-32,-40,-3925,-13,-550,0,0,0,360,30065,483,12011,393,5016,772,3303,320,3273,0,0,0,1,95,7,232,17
1552123759,23537,32569,7808,13733,65260,7057,2093166,0,0,0,0,0,0,0,0,0,0,21875,22000,17779,53462,4294966945,53964,65185,0,0,0,0,0,0,0,0,0,0,0,0,22625,21375,18162,22937,9445,9455,-33,-32,-43,-3904,-9,-519,0,0,0,320,30068,500,12010,424,5020,454,3307,50,3293,0,0,0,1,95,6,232,17
1552123764,23566,32573,7804,13721,65158,7056,2093466,0,0,0,0,0,0,0,0,0,0,21937,22062,17794,53462,4294966944,53808,65048,0,0,0,0,0,0,0,0,0,0,0,0,22625,21375,18162,22937,9444,9455,-32,-33,-46,-3925,-39,-552,0,0,0,360,30050,483,12011,484,5018,409,3307,50,3296,0,0,0,1,95,8,232,17
1552123769,23579,32547,7820,13749,65026,7056,2088719,0,0,0,0,0,0,0,0,0,0,21937,22000,17799,53463,4294966944,53816,65207,0,0,0,0,0,0,0,0,0,0,0,0,22625,21437,18173,22937,9446,9456,-33,-34,-43,-3915,-37,-527,0,0,0,360,30048,483,12011,393,5017,409,3308,50,3297,0,0,0,1,95,7,232,17
1552123774,23607,32569,7803,13697,65099,7057,2087731,0,0,0,0,0,0,0,0,0,0,21937,22000,17807,53462,4294966944,53828,65154,0,0,0,0,0,0,0,0,0,0,0,0,22625,21437,18173,23000,9443,9455,-35,-36,-43,-3920,-4,-490,0,0,0,360,30036,516,12010,272,5020,727,3302,330,3276,0,1,0,0,95,8,232,17
1552123780,23631,32556,7810,13789,65176,7057,2085141,0,0,0,0,0,0,0,0,0,0,21937,22000,17818,53464,4294966944,53832,65134,0,0,0,0,0,0,0,0,0,0,0,0,22687,21437,18184,23000,9446,9458,-32,-29,-45,-3921,-44,-498,0,0,0,360,30023,516,12008,484,5010,409,3307,50,3296,0,2,0,1,95,7,232,17
